
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 09:07:34
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:39:07
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:39:07
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:39:07
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:39:07
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:39:07
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:39:07
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:39:48
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:39:48
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:39:48
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:39:48
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:39:48
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:39:48
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:39:50
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:39:50
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:39:50
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:39:50
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:39:50
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:39:50
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:39:53
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:39:53
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:39:53
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:39:53
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:39:53
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:39:53
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:39:53
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:39:53
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:39:53
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:39:53
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:39:53
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:39:53
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:40:46
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:40:46
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:40:46
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:40:46
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:40:46
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:40:46
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:40:52
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:40:52
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:40:52
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:40:52
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:40:52
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:40:52
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:41:00
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:41:00
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:41:00
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:41:00
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:41:00
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:41:00
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:42:06
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:42:06
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:42:06
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:42:06
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:42:06
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:42:06
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:42:07
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:42:07
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:42:07
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:42:07
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:42:07
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:42:07
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:42:08
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:42:08
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:42:08
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:42:08
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:42:08
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:42:08
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:42:12
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:42:12
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:42:12
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:42:12
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:42:12
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:42:12
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:43:27
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:43:27
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:43:27
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:43:27
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:43:27
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:43:27
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:43:28
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:43:28
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:43:28
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:43:28
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:43:28
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:43:28
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:43:29
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:43:29
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:43:29
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:43:29
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:43:29
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:43:29
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:45:06
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:45:06
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:45:06
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:45:06
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:45:06
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:45:06
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:45:26
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:45:26
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:45:26
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:45:26
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:45:26
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:45:26
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:45:49
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:45:49
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:45:49
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:45:49
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:45:49
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:45:49
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:47:04
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:47:04
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:47:04
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:47:04
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:47:04
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:47:04
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:48:28
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:48:28
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:48:28
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:48:28
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:48:28
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:48:28
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:48:29
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:48:29
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:48:29
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:48:29
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:48:29
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:48:29
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:48:32
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:48:32
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:48:32
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:48:32
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:48:32
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:48:32
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:49:41
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:49:41
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:49:41
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:49:41
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:49:41
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:49:41
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:50:15
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:50:15
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:50:15
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:50:15
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:50:15
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:50:15
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:50:51
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:50:51
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:50:51
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:50:51
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:50:51
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:50:51
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:50:54
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:50:54
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:50:54
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:50:54
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:50:54
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:50:54
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:50:59
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:50:59
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:50:59
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:50:59
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:50:59
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:50:59
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:51:00
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:51:00
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:51:00
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:51:00
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:51:00
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:51:00
ERRO - Linha 56 está com campo vazio: {'data': '2025-12-30', 'descricao': 'ab', 'categoria': 'xd', 'valor': ''} - 02/02/2026 10:51:20
ERRO - Linha 57 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abc', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:51:20
ERRO - Linha 58 está com campo vazio: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': ''} - 02/02/2026 10:51:20
ERRO - Linha 59 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abcd'} - 02/02/2026 10:51:20
ERRO - Linha 60 com valor/data inválido: {'data': '2025-12-30', 'descricao': 'abcd', 'categoria': 'xdd', 'valor': 'abc'} - 02/02/2026 10:51:20
ERRO - Linha 61 com valor/data inválido: {'data': '67676767', 'descricao': 'sixseven', 'categoria': 'nobnalls', 'valor': '67.67'} - 02/02/2026 10:51:20
